userName;score;at;content;
Haya Busa;1;11/08/2023 16:42;Abis di update malah error . Gak bisa kirim uang via bank, gak bisa kirim uang sesama DANA. Lagi ketik nominal malah keluar sendiri. Sinyal bagus, wife bagus.. Ehh malah Ngelag, bukanya lama, berat . Udah pengaduan ke DIANA malah tidak membantu. Lama-lama uninstall dehh;
Desnia Magdalena Nainggolan;1;20/10/2023 08:31;Mulai hari ini saya berhenti menggunakan DANA. Mudah banget diretas. Dan ternyata bukan cuma saya yang mengalami hal ini. 3 teman saya yang lain juga begitu. Pas mau login malah seolah bikin akun baru. Keamanannya bad!;
Ahmat Tarmiji;3;07/08/2023 05:42;"Saya sedikit kecewa sama apk dana sekarang. Karena saat masuk ke aplikasinya tidak di lengkapi fitur kunci lagi saat masuk sudah masuk aja ke aplikasinya, terus saat membayar contohnya top up diamond mlbb menggunakan aplikasi dana tidak di beri pengaman lagi tapi langsung terbayarkan sendiri takutnya pas anak"" atau adik"" gak sengaja tertekan akan langsung top up dengan sendirinya. Mohon untuk developer untuk memberikan pengamanan yang lebih aman lagi diberi fitur kunci saat masuk.";
Vivi Fatmawati;1;12/08/2023 15:44;Admin tolong dibantu !! Ini kenapa Aplikasi DANA tiba tiba dgn sndrinya tdk bisa dibuka !!! Dibuka Berapa detik langsung otomatis keluar !!. Jdi tdk bisa transaksi, sedangkan masih ada saldo sya yg mengendap di APK !!;
Y Gear;5;09/10/2023 02:39;Bagus sih ini sebenernya cuma terkadang sering eror ,mau top up ada keterangan tidak dapat melakukan pembayaran kembali keberanda,selalu hapus data kenapa ini ya??? Erorr trus nih ga jelas;
Bagus Supriadi;1;07/08/2023 06:56;Di-update ke versi terbaru malah jadinya ngelag, lemot gak bisa dibuat apa², di-update fiturnya bukan malah makin bagus ini malah makin buruk. Gak cuma saya aja, tapi beberapa pengguna lain juga mengeluhkan hal yang sama. Ditampilan awal aja ada embel² tulisan (Terdaftar & Diawasi oleh Bank Indonesia dan Kominfo). Tapi performa apk nya malah kayak gini. So Bad. Gimana ini solusinya ? 😤😠;
MUHAMMAD FARHAN RAY •;1;04/10/2023 08:38;Opsi lupa PIN nya gak berfungsi, mau reset PIN tidak bisa , nyesel pake DANA mending pake OVO aplikasi nya selalu bagus mudah di gunakan pake sidik jari pun sudah bisa masuk;
Agus Mulyana;2;17/09/2023 04:19;Kenapa sering terjadi setiap top up saldo tidak bertambah?padahal sudah terkirim sukses dari mbanking. Kadang nyampe 2 hari baru masuk. Sudah komplein ke customer servicenya tapi tidak memuaskan karena jawaban nya cuma template bukan livechat. Tolong segera perbaiki aplikasi dana ini. Padahal sudah banyak pengguna nya loh.;
Agus Edi;5;06/10/2023 05:44;Aplikasi sangat bagus, mudah tranfer, dan beli apa aja pakai aplikasi ini, ayo donlod (DANA) dompet digital paling mudah cara pengapliasianya,;
Ading Khalistan Ranggi Aprllio;1;29/09/2023 10:47;Mengecewakan, aplikasi banyak bug nya dan mudah diretas sistem keamanan nya, Saldo tiba² kepotong tanpa sepengetahuan saya,sudah lapor cs admin tapi jawaban nya sangat tidak membantu sama sekali,buat yang mau download ini aplikasi pikir² dulu aja,soalnya saya gak pernah berlangganan apk apapun tiba² saldo kepotong sendiri + tanpa sepengetahuan saya, jadi kalo mau download ini aplikasi pikir² dulu aja ya, thanks;
Lutfi Rahman;2;16/10/2023 02:38;Aplikasi gila bgt skrng 6 bulan ini, top up gk lngsung muncul padahal udah kepotong, lalu mau di klik kirim ke bank lain gk langsung muncul ! Kecewa bgt 👎;
Muhammad Said;2;07/10/2023 02:01;Mohon untuk pemakaian vaucher otomatis terpasang itu di kasi notifikasi atau tampilan sehingga pengguna tau bahwa vaucher ini tu nempel, karena banyak yang ngeluh saat transaksi vaucher nya tidak berfungsi;
Hudrii ye;1;03/09/2023 05:51;"Ini apk dana gimana yaa, pas dibuka kok gak bisa, malah munculnya pemberitahuan ""Perangkat anda yang digunakan adalah perangkat yang di root"", padahal itu saya gak pernah nge root hp, lah ini dari mana klaimnya kalo di root, tadi aja saya cek tuh di apk root checker tpi hasilnya fine fine aja gak ada tuh di root, tolong bantu... Supaya bisa akses akun dana saya lagi";
gigi ompong;1;20/09/2023 17:37;Untuk di upgrade ke premium susah banget, dan ada tulisan terlalu sering mengajukan premium padahal baru 2 kali nyoba dan itu pun gagal semua, yg pertama dengan alasan eKTP fisik nya ga asli.;
Meykko Arumi;1;07/10/2023 19:06;Semenjak pembaruan aplikasi dana ada beberapa bug yang saya alami. Tolong perbaiki bug aplikasi dana pada handphone android versi 9;
Sanara “Nara”;1;20/10/2023 12:02;Hai Dana, KEMBALIKAN UANG SAYA, kenapa tidak ada pemberitahuan terlebih dahulu kalau memang ada pembayaran di GOOGLE Fishing Master... Kalau begini caranya saya jadi ragu transaksi melalui APLIKASI DANA;
Ardiansyah Noven;1;09/10/2023 05:35;Aplikasi yg paling menyusahkan... Terus menerus minta di Upgrade tpi setelah di Upgrade isi saldo hilang tanpa kejelasan... Aplikasi penipuan...!!!!;
Faichal Eza86;1;12/10/2023 13:00;Ini knp dah mau 2 hari gk saya komplain gk di tangapi, kronologi nya, masuk biyasahnya verifikasi wajah saja, kok mintak otp la nomer saya itu dah gk aktif, terus jalan keluarnya gimana;
Khaerullah Herul;1;08/10/2023 17:13;Bug aplikasi, untuk pengguna perangkat android versi 9. Mengalami Masalah bug. Tidak bisa mengirim uang ke teman;
Noval Fasya;1;20/10/2023 01:38;Kenapa saya tidak bisa melakukan upgrade,padahal saya belum pernah menggunakan KTP saya,tolong diperbaiki lagi dalam proses premium nya agar lebih mudah lagi,kalau seperti ini malah harus nunggu sampai sebulan😡😡😡;
Reinal;3;10/10/2023 17:26;Dana kenapa sih, udah jelas² mau ngirim ke nomer yg udah terdaftar, malah muncul tulisan 'nomer tidak terdaftar, uang akan dikirim 1 jam saat nomer tujuan mendaftar' gajelas lama² asli;
Uqhie Generations;1;03/10/2023 13:25;Kartu saya hilang, tetapi akun nomor dan sandi saya masih ingat, lalu bagaimana cara saya masuk aplikasi dana saya, sedangkan aplikasi ini tiba-tiba mengeluarkan akun saya dan diminta login ulang dan meminta code otp dari operator nomor tersebut?;
Link Dhik;1;15/08/2023 11:28;sangat tidak nyaman.. proses penanganannya lambat... uang saya awal bermasalah gara gara apk avn., ok., mungkin ada kesalahan atau ketidak sengajaan dari pihak saya, itu sebesar 980.000,00 klo ini anggaplah beli bakso sekampung pada tumpah yang ke dua ini terjadi tf dari mBCAke dana. tetapi saldo dana saya tidak bertambah.. sedangkan saldo dari mbca berkurang.. dua kali transaksi 1. sebesar 1 jt ke 2. sebesar 50rb.. tf dari jam 22:04 dan 22:05. sampai sekarang blm bertambah saldo dana saya...;
ARI SUTRISNO;1;20/09/2023 14:48;Sebelumnya saya udah verifikasi dan uda foto ktp dan yg lainnya masih g bisa padahal uda pake ktp asli katanya ridak cocok dan ada unsur penipuan sekarang malah tambah ribet dan lemot lihat saldo ada gambar mata dan login pertama isi saldonya sekali tap tidak kelihatan harus keluar apk dulu baru yg ķedua saat tap gambar mata baru kelihatan.....;
Syaqila Khonza;1;07/08/2023 11:57;Mau Upgrade nggak bisa² alesan no nik salah.Salah darimana coba, padahal upgrade ke akun sebelah kalau upgrade pakai ktp bisa ,nggak masalah sama niknya.Padahal buat ktp udah lama.Masa nik nya palsu gitu.Udah mana baru transfer lagi.Mau dipakai nggak bisa².Minta bantuan customer servicenya alesan error terus.Mau di uninstal baru transfer lagi.;
Yatem Cepmek;2;09/10/2023 05:33;Knapa kow buat transfer gk bisa sih. . .selalu gk keluar kalau mau transfer. . .dan kalau mau ngirim kok pasti tulisanya nomer belom terdaftar di dana. . .padahal udah terdafta nomernya di dana;
adila Bolled;1;15/10/2023 08:59;Udah update malah makin ga jelas tiap mau kirim pasti aja tulisan nya nomer tidak terdaftar jelas jelas nomer udah terdaftar dan udah premium tolong di perbaiki lagi sistem nya;
kinanti nanti;1;17/10/2023 07:38;Aplikasi apa'an Jam 11.17 (upgrade akun berhasil) Jam 13.07 (dibilang e-KTP rusak) perbedaan JAM udah beda. Aplikasi Gak ada gunanya MASIH BAGUS APLIKASI OVO UPGRADE PREMIUM NYA GAK RIBET;
Dede Sutisna;1;14/10/2023 01:43;Saya kirim uang 2 kali dari aplikasi dana semuanya transaksi berhasil, saldo terpotong, tapi uang tidak masuk ke rekening tujuan, gimana dana ini yallah, mana uangnya tinggal segitu gitunya niatnya mau buat beli susu anaku;
Fw Cleric;5;08/08/2023 06:56;Yuk kosongkan dana anda dan beralih ke dompet digital lain, selagi masih bisa di pakai transfer bank. Qris sudah error, dan sebagian besar fungsi aplikasi sudah tidak bisa di pakai. Yuk buat semua segera ganti platform sebelum menyesal;
Berlian Soong;3;24/08/2023 14:46;Sempat greget karena error, tapi akhirnya bisa. Buat kalian yang juga ngalamin hal yang sama, bisa cobain cara ini. Masuk ke DANA, pilih me/saya, klik ikon keluar dari app, terus bersihkan cache dan data aplikasi DANA (ada di setting hp), trus masuk lagi ke DANA (masukin no.hp seperti di awal daftar), akan kembali lancar seperti sebelumnya.;
Bagus Bimantoro;1;06/10/2023 10:38;Beneran saya benci apk ini, gabisa digunakan.. Padahal dah premium dah diisi saldo, pas mau digunakan tidak bisa.. Tidak ada fitur cs nya!!!!;
carolus William Gulo;2;08/10/2023 16:43;Dengan adanya pembaharuan aplikasi Kasi dana makin buruk, bahkan saat mengirim uang tidak bisa . Aplikasi makin di update baru makin buruk terus aplikasi sangat berat , tolong lah di perbaiki;
JMB family;1;20/10/2023 08:30;akun saya tidak bisa transfer sudah menunggu 4hari dan sampai skrg jga belum bisa di gunakan,saya kecewa sama apk dana,tidak ad kendala dampak ny ke akun dana tidak bisa tf,;
ATHB Channel;1;16/08/2023 08:31;Ribet banget sich, terlalu sering minta otp salah, padahal sistem nya si dana ini ribet. Saya tidak pakai aku wa untuk kode otp, di kirim lewat SMS. Gak juga di kirim2, mau nya apa? Malah gak bisa di buka lagi akun ini. Tolonglah jika aplikasi ini mau di pakai orang, mbok ya maklumi lah setiap masalah orang. Kesal jadinya;
KP - siti saudah;1;18/10/2023 14:42;"Makin di upgrade makin tidak bagus tolong diperbaikin sudah 2x isi pulsa proses nya lama sampai berjam"" Sudah komplain DIANA untuk kembali saldo tetap tidak bisa malah transaksi berhasil";
Budhi Santoso;2;23/10/2023 04:42;untuk kendala seperti keluhan dan bantuan yang sifatnya pertanyaan objektif..cs DIANA tidak membantu sama sekali..contoh pertanyaan untuk kasus saya yaitu refound dana..cs tidak dapat memgatasi.sedangkan untuk menghubungi Nomer care Dana tidak bisa terhubung.mohon untuk perbaikan fasilitas nya.;
Agung Wijayanto;2;25/10/2023 19:01;baru download baru jg daftar pengin nyoba make dana eh malah lgsg nyesel, masa mau isi saldo lewat atm yg muncul nomer tidak terdaftar, pdhl jelas² sdh terdaftar, lgsg saya premiumkan jg, sdh minta bantuan ke DIANA dan di arahkan ke Customer Care DANA tp ttp hasilnya zonk, di suruh nunggu 3x24 jam, jk tidak ada perubahan dlm waktu tsb saya benar² kecewa auto lgsg ga jadi make DANA 👍;
Susmita Angelicafny;2;07/10/2023 10:08;Byk kendala klo mo transaksi....ngebug layar putih. Data kuat, saldo cukup. Sering eror stlh d update;
Inue Fahrezie;1;11/08/2023 13:54;Sistem eror Mulu, tolong di perbaiki Padahal sudah di upgrade Segera perbaiki agar pelanggan bisa dengan nyaman menggunakan nya Katanya udah bersihin bugs? Saya udah kirim uang saldo sudah kepotong tapi bukti transaksi tidak muncul dan penerima belum menerima uang nya, aplikasi macam apa ini?;
Sulaeman Hidayat;2;15/10/2023 04:33;Masalahku tak terselesaikan..masa kalaukirim keteman harus unduh lagi..nama akunku Anisyah..coba perbaiki...setiap keluar aplikasi...persi akunku berubah saat masuk aplikasi dana ...ngikutin panduan sudah tapi tetapsaja eror...;
Samsul Bahari;1;13/10/2023 02:07;Dana makin kesini makin kacau...mau kirim dana ke teman saja ga bisa...kacaaau....mhon ditingkat kan lagi kualitas aplikasi nya...udah lama kalo ngebuka aplikasi juga...;
Calvin Rizqi;1;22/10/2023 05:51;"ini kenapa ya saat mau mengirim saldo ke orang lain tp selalu tidak bisa ditekan ""lanjut"" pdhal saldo masih cukup banyak dan saat mau melaporkan ke pusat bantuan tp dimenu Saya tidak ada";
Erick Syaputra;1;22/09/2023 16:27;"Dana kenapa sekarang susah banget dan lemot? Nominal uang tidak terlihat, dah bersihkan cahce berkali², jaringan udah bagus banget, ram/internal hp juga dah paling tinggi tapi tetap aja lemot . Udah di Uninstal sama aja gk ada perubahan . Mau beralih ke OVO tapi uang saya masih ada di aplikasi ini . Tolong sekali untuk peningkatanya "" . Trimakasih";
Nihla Basith;1;16/10/2023 04:27;Sudah topup tapi belum masuk sampe sekarang, dan selalu disuruh menunggu oleh cs tp tdk ada perbaikan dan solusi yang membantu dari pihak dana. Aplikasi ini sangat merugikan untk membantu proses tf ataupun pengisian dana;
Muhammad Sholikan;1;28/10/2023 10:19;Upgrade ke premium selalu GAGAL padahal semua syarat sudah saya ikuti tapi tetap saja katanya KTP kurang jelas, mungkin mata admin yang kurang jelas perlu di bawa kedokter mata dan lucunya kita orang tapi dilayani boot robot skhirnya jawabannya selalu sama, OVO sekali klik langsung jadi primer tapi dana berulang kali upgrade tetap jadi aplikasi SAMPAH 😂;
Agam Ferry Erwana;1;26/09/2023 22:47;Tidak bisa upgrade ke DANA PREMIUM karena masalah verifikasi dokumen (versi digital). Padahal 'dokumen' tertolak, lolos verifikasi untuk layanan dompet digital lainnya tanpa masalah apapun. Customer Service tidak paham permasalahan dari keluhan yang dilaporkan. Hanya bisa mengarahkan untuk menghubungi virtual assistant DIANA, yang terus menerus suruh menunggu 10 menit kalau mau melaporkan masalah. Terimakasih untuk ketidaknyamanannya. 😔;
Budi Sanjaya;1;24/10/2023 12:58;Baru juga install , gak bisa kirim uang, minta update DANA Premium, pas mau Update, mlh gagal2 terus. Ribet amattt nih aplikasi!!!!;
Andi Mararangeng;1;24/10/2023 09:33;Parah setiap isi saldo di atas 100 tiba2 saldo ke ambil secara otomatis.. Oleh google. Yotube.. Dll padhal sya tdk pernh berlangganan di alpikasi manapun lebih baik di non aktip;
peppy delfi;3;14/08/2023 03:48;Saya sering pakai wallet yg satu ini, hampir tiap hari, tapi itu Doloooo. Kalo skrg, mending pakai provider wallet pendahulunya lebih bagus dan gak ada limit uang keluar masuk. Dana itu, aplikasi yg gak bisa digunakan 24 jam, ada wkt2 tertentu yg pasti gak bisa transaksi. Dana itu,punya CS Robot yg gak membantu, CS manusia gak berfungai alias gak ada. Dana itu sering error belakangan ini, suka nge'-heng gitu aja dgn tiba2. Capek dek ceritain Dana;
Fathimah Syahidyah;3;13/09/2023 02:44;kalau udah premium enakk banget, minus bintang 2 nya karena cs nya itu pakek bot dan nunggunya lamaaa untuk responnya. Akhirnya saya dm ig dana barulah dapat respon. Open recruitment cs lagii, biar lebih responsif jawabnya. Selain itu ngebugnya lama bener sampe harus out app trus masuk lagi. Maaf apabila ada salah kata, sukses terus dana!;
Ayis N. Winata;1;29/08/2023 04:06;Mohon untuk tidak melakukan transaksi pembelian Pulsa PLN dan sejenisnya pada aplikasi DANA agar tidak jd korban. Akhirnya saya tulis d sini karena beberapa kali melakukan pengajuan komplain baik via chat/ @mail tdk mendapatkan tanggapan langsung. Hanya d jawab pesan otomatis, sudah hampir 2 minggu transaksi saya masih dalam proses. Tidak bisa di batalkan, jadi hanya bisa mengiklaskan uang saya. Semoga pihak dana bs melakukan evaluasi untuk perbaikan kinerja aplikasi ke depannya. Terimakasih;
Rizki Maulana Sidik;1;14/10/2023 04:01;"Ni aplikasi kok jadi gaje ya,,, transfer uang udh 2 hari gak kelar"",,mana servis conternya lama banget balesnya,,,yang bener dong jangan merugikan orang lain,orang lagi butuh eh malah jelek dan lama proses transfer nya";
Dindin semesta;1;26/08/2023 13:15;ADA CUSTOMER BAYAR DENGAN SCAN QRIS, Pembayarannya berhasil dan muncul tagihan (karena pembeli melakukan pembayaran dengan kredit), Tapi tidak masuk saldo ke dana bisnis. Saat melakukan pelaporan, Kualitas CS DANA buruk. Tidak memberikan solusi, pelit informasi dan memotong percakapan sepihak padahal belum selesai. PENANGAN LAPORAN LAMA, Sudah lebih dari 4 hari laporan tidak ada perkembangan. CS DIHUBUNGI SULIT, DITELPON TIDAK DIANGKAT.;
Pandu Herlambang;1;16/09/2023 11:25;"aplikasinya lambat dan ketika akan bertansaksi sering tiba2 minta kode OTP. Namun, Kode OTP yg dikirim melalui sms selalu ""masa berlaku kodenya sudah habis"". Sudah berusaha menghubungi CS Dana melalui CHAT dr aplikasi Dana, tetapi tidak pernah terhubung karena selalu ""semua agen sedang sibuk"". Jd khawatir dengan keamanannya, dan jika terjadi masalah sulit mendapatkan penyelesaiannya";
K F;1;23/09/2023 17:46;Tolong klo ada pembayaran harus ada pemberitahuan nya dan verifikasi nya jangan ada pembayaran otomatis!! Saya sudah berhentikan berlangganan di semua aplikasi tpi kenapa masih tersedot saldo saya oleh pembayaran otomatis tolongg sangat di sangat kan jangan ada pembayaran otomatis harus ada izin pengguna buat pembayaran nya!! Harus ada verifikasi nya di setiap klo ada pengeluaran dana nya!! Saya mau tarik dana malah ilang gk jls tiba tiba ada pembayaran otomatis!! Dah mah gk bisa saldo kembali!!;
Charles Afung;1;18/10/2023 01:36;Makin lama applikasi dana ini makin tidak jelas dan kalo ada kendala mohon jangan chat diana karena sangat tidak membantu sama sekali, karena apa karena kendala yang kita alami tidak bisa kita jelaskan dengan chat yang kita jelaskan dan sekarang mau kirim saldo juga di persulit.;
Bang wira;2;19/08/2023 19:12;Bintang nya berkurang setelah di update, mau kirim ke va sering error, padahal nomor sudah benar, katanya pengguna tidak aktif kan aneh, hampir tiap hari loh transaksi pake dana, makin ke sini makin ke sana, wadoh parah ini mah. Semoga dibaca admin ya.;
